ARTNR1|ABEZ1
805308-0000|M40 S 8cm
805308-0009|M40 S 8cm
805308-0210|M40 S 8cm
805308-0235|M40 S 8cm
805308-0881|M40 S 8cm
805308-0886|M40 S 8cm
199306-3010|M40 Gold  Jeans
199308-3010|M40 Gold Jeans
1775-280|Hot Socks Colori  100g
1775-281|Hot Socks Colori
1775-282|Hot Socks Colori
1775-283|Hot Socks Colori
1775-284|Hot Socks Colori
1775-285|Hot Socks Colori
1775-286|Hot Socks Colori  100g
1775-287|Hot Socks Colori
1775-288|Hot Socks Colori
1775-289|Hot Socks Colori
8040-000|SB Pack Sockenwolle, 30 Packs sortiert
925761|Applikation Free for Fashion grün
925762|Applikation Stone washed blau/grau
925763|Applikation Creation grau
926262|Applikation Stein blau rechteckig groß
926263|Applikation Stein grün oval groß
926264|Applikation Stein türkis Blume klein
926265|Applikation Stein pink oval klein
926266|Applikation Stein violett Herz groß
926267|Applikation Stein rot quadratisch groß
926268|Applikation braun/gold bestickt
926269|Applikation Africa
926272|Applikation Leoprint
926274|Applikation Schmetterling braun mit Pailetten
926275|Applikation Blume braun/schwarz Goldfäden
926276|Applikation Blume braun Organza mit Pailetten
926277|Applikation Blume grün/orange bestickt
926278|Applikation Blume türkis/grün mit Pailetten
926279|Applikation orange/gold bestickt
926280|Applikation Schmetterling violett/blau
926282|Applikation Blumenranke dunkelrot
10049|Stanzband 40-10 weiss GP 1
490345-0111|RV S4 Profil 2-wege 45cm transp.
490365-0111|RV S4 Profil 2-wege 65cm transp.
490370-0111|RV S4 Profil 2-wege 70cm transp.
270560|Dill Knöpfe 270560  20 Stück
270564|Dill Knöpfe 270564  20 Stück
1290123-9950|Tradition Sort. A 6,5 kg
2219-00006|Ibiza Color 4,8 kg Sortiment, (4er Pack x 24)
1290123-9951|Tradition Sort. B  8,5 kg
2206-00003|Fox Color  4,8kg Sortiment, (4er Pack x 24)
50105901|Bongo print 50g/60m rosa mel.
50105902|Bongo print 50g/60m violet mel.
50105903|Bongo print 50g/60m blau mel.
50105904|Bongo print 50g/60m grün mel.
50105806|Bongo 50g/60m türkis
50105801|Bongo 50g/60m hellrosa
50105802|Bongo 50g/60m pink
50105803|Bongo 50g/60m orange
50105804|Bongo 50g/60m marine
50105805|Bongo 50g/60m bleu
50105807|Bongo 50g/60m grün
3107-803 LOSE|Comfort Faja Packs à 200g
2300-1516|Amore A
2300-1530|Amore A
2300-1533|Amore A
2300-1587|Amore A
2300-1596|Amore A
2300-1598|Amore A
2300-1622|Amore A
2300-1628|Amore A
2300-1655|Amore A
2300-1639|Amore A
2300-1634|Amore A
280041-0102|Lana Mix
10560-325|Addi Rundstricknadeln 60cm 3,25mm
50106001|Karibik, 50g/145 m, grau mel.
50106002|Karibik, 50g/145 m, beige mel.
50106003|Karibik, 50g/145 m, gelb mel.
50106004|Karibik, 50g/145 m, gelb/rosa
50106005|Karibik, 50g/145 m, rosa mel.
50106006|Karibik, 50g/145 m, violet/rosa
50106007|Karibik, 50g/145 m, blau mel.
50106008|Karibik, 50g/145 m, grün mel.
9135-8821|Aerofil No 35, 100m
9135-8811|Aerofil No 35, 100m
9135-8704|Aerofil No 35, 100m
9135-8678|Aerofil No 35, 100m
9135-9562|Aerofil No 35, 100m
9135-8995|Aerofil No 35, 100m
1584-611|"Hot Socks Spezial ""Spirit"""
280209-0109|La Ola Stripes A
2240-0|Cara 12 kg Sortiment
98312700-1114|Schal-Netz  10m schwarz
98312700-1125|Schal-Netz  10m ecru
280208-0007|Big Ball
280208-0008|Big Ball
280208-0009|Big Ball
280208-0010|Big Ball
1588-0|"Hot Socks Spezial ""Laola II"", 8 kg Sortiment  A"
784-2|Hot Socks Cotton Stretch Ringel II, 6 kg Sortiment
456516|RV M3 Typ 10 16cm
491175|RV S4 75cm
1291806-0013|Micro-Cable
1291806-0019|Micro-Cable
1291806-0021|Micro-Cable
1291806-0022|Micro-Cable
1291806-0029|Micro-Cable
1291806-0031|Micro-Cable
280209-0110|La Ola Stripes A
37968-106|Quattro uni 4-fach Buttinette 100g
1009-1|Taschentuch gebogt sortiert
1013-1|Anhäkeldeckchen ecru 11cm
1013-2|Anhäkeldeckchen weiss 15cm
1013-3|Deckchen weiss 20cm
280184-0369|LINDA A
4619-0|Nativa  Karton mit 6x25g
0160011-9061|Perlen-Mischpackung Holz gelb/natur
0160012-9061|Perlen-Mischpackung Holz/Kokos Mix 1
0160013-9061|Perlen-Mischpackung Holz/Kokos Mix 2
60011-0601|Intermezzo
287-0|Regia Silk 6fädig 50g
273-0086|"Regia 4-fädig ""Havanna"" Color 100g  12kg Sort. A"
737-9999|Brazilia Glitter 50g  6kg Sortiment
287-0002|Regia Silk 6fädig 50g
287-0022|Regia Silk 6fädig 50g A
287-0035|Regia Silk 6fädig 50g A
287-0028|Regia Silk 6fädig 50g
287-0054|Regia Silk 6fädig 50g
287-0012|Regia Silk 6fädig 50g A
287-0053|Regia Silk 6fädig 50g
287-0050|Regia Silk 6fädig 50g
287-0070|Regia Silk 6fädig 50g A
287-0071|Regia Silk 6fädig 50g A
287-0099|Regia Silk 6fädig 50g
287-0091|Regia Silk 6fädig 50g
287-0030|Regia Silk 6fädig 50g A
287-0032|Regia Silk 6fädig 50g
287-0005|Regia Silk 6fädig 50g
287-0010|Regia Silk 6fädig 50g
784-9999|Hot Socks Cotton Stretch, 12 kg Sortiment
8040-99|SB Pack Sockenwolle, 200g ohne Nadeln
813-110|Häkelgarn 100
592-558|Marathon Diana
218-2404|Silk, 5m WHITE
4300-30|Schulwebrahmen im Btl. zerlegt
623-0092|Regia 6-fach Tweed A
926273|Applikation
1280001-9985|"Sockina colori Sort. ""Standards Ringel 4"" 25/2004"
280041-0101|Lana Mix
280016-0001|Applikation Sortiment Fußball mini
280020-0001|Applikation Sortiment Fußball Kids
027206-0001|Fan Collection Aktions Sortiment
98314008-0001|"Heft ""Fan Collection""  VE= 10 Stück"
070206-0001|Fan-Maskottchen Modell A
740-0|Filzwolle (Btl. 10x25g)
9825702-0001|Filznadeln ohne Griff (Btl. 10 Stück)
9825703-0001|Filznadelhalter für 1 Nadel (Btl. 6 Stück)
9825704-0001|Filznadelhalter für 4 Nadeln (Btl. 3 Stück)
740-0014|Filzwolle (Btl. 10x25g)
740-0015|Filzwolle (Btl. 10x25g)
740-0016|Filzwolle (Btl. 10x25g)
740-0017|Filzwolle (Btl. 10x25g)
740-0018|Filzwolle (Btl. 10x25g)
740-0019|Filzwolle (Btl. 10x25g)
740-0020|Filzwolle (Btl. 10x25g)
740-0002|Filzwolle (Btl. 10x25g)
740-0003|Filzwolle (Btl. 10x25g)
740-0004|Filzwolle (Btl. 10x25g)
740-0005|Filzwolle (Btl. 10x25g)
740-0006|Filzwolle (Btl. 10x25g)
740-0007|Filzwolle (Btl. 10x25g)
740-0008|Filzwolle (Btl. 10x25g)
740-0009|Filzwolle (Btl. 10x25g)
740-0010|Filzwolle (Btl. 10x25g)
740-0011|Filzwolle (Btl. 10x25g)
740-0012|Filzwolle (Btl. 10x25g)
740-0013|Filzwolle (Btl. 10x25g)
60011-0603|Intermezzo
60011-0604|Intermezzo
800001-0001|"CD Rom ""Step by Step....Filzen (VE=5Stück)"
9825706-0001|Turbo Filzer Prospekt Mappe=30 Stück
0309812-9061|Farbkarte Filzwolle gedruckt
98248560|Patons Heriz Teppichpackung
416735|Brosche Pailetten braun/rose
416739|Brosche Perlen schwarz/bunt
416736|Brosche Pailetten türkis
416737|Brosche Pailetten violett
416738|Brosche Pailetten rot
416906|Schmucknadel gold Strass
416905|Schmucknadel Perlen rose
416903|Schmucknadel mit Kopf Perle/schwarz Steine
416901|Schmucknadel Strass/Perlen
280042-1965|Lolita uni
280042-1921|Lolita color
280042-1913|Lolita Color
735-9999|Dakota 200g
2211-636|TEDDY              A
2211-633|TEDDY         A
2211-631|TEDDY      A
2211-634|TEDDY       A
2211-635|TEDDY
2211-628|TEDDY      A
2211-637|TEDDY       A
2235570-97|Satinband 22355 70mm Fb. 97
928-107|Carina Big 250g
928-108|Carina Big 250g
928-109|Carina Big 250g
928-110|Carina Big 250g
928-111|Carina Big 250g
928-112|Carina Big 250g
928-101|Carina Big 250g
928-102|Carina Big 250g
928-103|Carina Big 250g
928-104|Carina Big 250g
928-105|Carina Big 250g
928-106|Carina Big 250g             A
4444-1|Sockenwolle Triathlon Einzelfarben sortiert
4444-2|Sockenwolle Hot Socks 4-fach sortiert
4444-3|Sockenwolle Hot Socks 6-fach sortiert
4444-4|Sockenwolle Marathon 6-fach sortiert
4444-5|Regia Sockenwolle 4-fach sortiert
202366|Freizeit-Color 6-fach Farbe 202366
202374|Freizeit-Color 6-fach Farbe 202374
202382|Freizeit-Color 6-fach Farbe 202382
202390|Freizeit-Color 6-fach, Junghans-Wolle
925504|Applikation selbstkl. reflex oval
925263|Applikation Teddy Seemann
814825-0004|M60 nicht teilbar 25cm
98800000-3869|"Stickpackung ""Sacred Connection"""
98806418-0004|"Stickpackung ""Indienne"""
2245-0|Sportivo uni
2226-698|Blues
2226-700|Blues
2226-703|Blues
2226-706|Blues
612420|Click Box Jumbo
1420-0055|Apollo Degrade Sopo 10x100g
1420-0014|Apollo Degrade Sopo 10x100g
1420-0053|Apollo Degrade Sopo 10x100g
1420-0096|Apollo Degrade Sopo 10x100g
1420-0097|Apollo Degrade Sopo 10x100g
1420-0070|Apollo Degrade Sopo 10x100g
1420-0080|Apollo Degrade Sopo 10x100g
1420-0037|Apollo Degrade Sopo 10x100g
1420-0052|Apollo Degrade Sopo 10x100g
11561003|Isola 50g, 125 m acqua
11561005|Isola 50g, 125 m hellblau
1271-0053|Regia tweed 4 fach  Sopo 50 g
1620-2005|Regia 4-f Cotton uni Sortiment 100g Sopo
1626-0073|Regia 6-fach uni Sortiment Sopo A
1271-0032|Regia tweed 4 fach  Sopo 50 g
1271-0070|Regia tweed 4 fach  Sopo 50 g
1271-0091|Regia tweed 4 fach  Sopo 50 g
280131-0202|Limone Color
280131-0201|Limone Color
280131-0214|Limone Color
280211-0223|La Ola color
280041-0021|Lana Mix
280211-0220|La Ola color
280211-0222|La Ola color
2230-10|Sunshine
2230-11|Sunshine
2230-12|Sunshine
2230-13|Sunshine
2230-14|Sunshine
2230-15|Sunshine
2230-16|Sunshine
2230-17|Sunshine
10050|Einlage S 133 45cm breit 25m
2037-0|Angora
2037-06|Angora
2037-03|Angora
2037-05|Angora
2037-11|Angora
2037-12|Angora
2037-13|Angora
2037-17|Angora
2037-18|Angora
2037-21|Angora
2037-22|Angora
2037-24|Angora
2037-26|Angora
2037-29|Angora
2037-27|Angora
2037-31|Angora
2037-32|Angora
2037-35|Angora
2037-36|Angora
2037-37|Angora
2037-41|Angora
2037-42|Angora
2037-43|Angora
2037-44|Angora
2037-45|Angora
2037-46|Angora
2037-49|Angora
2037-50|Angora
2037-51|Angora
2037-52|Angora
2037-56|Angora
2037-57|Angora
2037-59|Angora
2037-60|Angora
2037-64|Angora
2037-65|Angora
2037-66|Angora
2037-67|Angora
2037-68|Angora
2037-69|Angora
2037-70|Angora
2037-71|Angora
2037-73|Angora
2037-75|Angora
2037-77|Angora
2037-78|Angora
2038-0|Boston
2038-01|Boston
2038-02|Boston
2038-03|Boston
2038-04|Boston
2038-05|Boston
2038-06|Boston
2038-07|Boston
2038-08|Boston
2038-09|Boston
2038-10|Boston
2038-11|Boston
2038-12|Boston
2038-13|Boston
2038-14|Boston
2038-15|Boston
2038-16|Boston
2039-0|Presto
2039-01|Presto
2039-02|Presto
2039-03|Presto
2039-04|Presto
2039-05|Presto
2039-06|Presto
2039-07|Presto
2039-08|Presto
2039-09|Presto
2039-10|Presto
2039-11|Presto
2039-12|Presto
2040-0|Inverno SP
2040-01|Inverno SP
2040-02|Inverno SP
2040-03|Inverno SP
2040-04|Inverno SP
2040-05|Inverno SP
991921|BH Träger Punkte 10mm transparent
2040-07|Inverno SP
2040-08|Inverno SP
2040-09|Inverno SP
2040-10|Inverno SP
2040-11|Inverno SP
482122|Fashion Zipper Strass rund
2040-12|Inverno SP
2040-13|Inverno SP
2040-14|Inverno SP
2040-15|Inverno SP
2040-16|Inverno SP
2040-17|Inverno SP
2041-0|Vento
2041-03|Vento
2041-04|Vento
2041-05|Vento
2041-06|Vento
2041-07|Vento
2041-08|Vento
2041-09|Vento
2041-12|Vento
2041-13|Vento
2041-15|Vento
2041-16|Vento
2041-19|Vento
2041-21|Vento
2041-22|Vento
2041-23|Vento
2041-25|Vento
2041-26|Vento
2042-0|Pettinato SP
2042-02|Pettinato SP
2042-03|Pettinato SP
2042-04|Pettinato SP
2042-05|Pettinato SP
2042-06|Pettinato SP
2042-10|Pettinato SP
2042-12|Pettinato SP
2042-13|Pettinato SP
2042-14|Pettinato SP
2042-15|Pettinato SP
2042-16|Pettinato SP
2042-18|Pettinato SP
2042-19|Pettinato SP
2042-22|Pettinato SP
2042-24|Pettinato SP
2042-25|Pettinato SP
2042-26|Pettinato SP
2042-27|Pettinato SP
2042-28|Pettinato SP
2042-29|Pettinato SP
2042-30|Pettinato SP
2042-31|Pettinato SP
2042-33|Pettinato SP
2042-34|Pettinato SP
2042-35|Pettinato SP
2042-36|Pettinato SP
2043-0|Gigolo
2043-01|Gigolo
2043-02|Gigolo
2043-03|Gigolo
2043-04|Gigolo
2043-05|Gigolo
2043-06|Gigolo
2043-07|Gigolo
2043-08|Gigolo
2043-09|Gigolo
2043-10|Gigolo
2043-11|Gigolo
2043-12|Gigolo
2043-13|Gigolo
2043-14|Gigolo
2044-0|Puntolinea A
2044-01|Puntolinea A
2044-02|Puntolinea A
2044-03|Puntolinea A
2044-04|Puntolinea A
2044-05|Puntolinea A
2044-06|Puntolinea A
2044-07|Puntolinea A
2044-08|Puntolinea A
2044-09|Puntolinea A
2044-11|Puntolinea A
2044-12|Puntolinea A
2044-13|Puntolinea A
2044-14|Puntolinea A
2044-15|Puntolinea A
2044-16|Puntolinea A
1290129-0001|Allzeit color Sopo
1290129-0002|Allzeit color Sopo
1290129-0003|Allzeit color Sopo
1290129-0004|Allzeit color Sopo
2045-0|PicNic
2045-02|PicNic
2045-03|PicNic
2045-04|PicNic
2045-05|PicNic
2045-06|PicNic
2045-07|PicNic
2045-08|PicNic
2045-10|PicNic
2045-11|PicNic
2045-12|PicNic
2045-13|PicNic
2045-15|PicNic
2045-16|PicNic
2045-18|PicNic
2045-19|PicNic
2045-20|PicNic
2045-21|PicNic
2045-22|PicNic
2045-23|PicNic
2045-24|PicNic
2045-25|PicNic
2046-0|Brillo
2046-01|Brillo
2046-02|Brillo
2046-03|Brillo
2046-04|Brillo
2046-05|Brillo
2046-06|Brillo
2046-07|Brillo
2046-08|Brillo
2046-09|Brillo
2233-70|Sansiba Color
2046-10|Brillo
2046-11|Brillo
2046-12|Brillo
2233-71|Sansiba Color
2233-72|Sansiba Color
2233-73|Sansiba Color
2233-74|Sansiba Color
2233-75|Sansiba Color
2233-76|Sansiba Color
2233-77|Sansiba Color
2047-0|Milano
2047-01|Milano
2047-02|Milano
2047-03|Milano
2047-05|Milano
2047-06|Milano
2047-07|Milano
2232-40|Sansiba
2047-08|Milano
2047-09|Milano
2047-10|Milano
2047-11|Milano
2047-13|Milano
2047-14|Milano
2047-15|Milano
2232-41|Sansiba
2232-42|Sansiba
2232-43|Sansiba
2232-44|Sansiba
2232-45|Sansiba
2232-46|Sansiba
2232-47|Sansiba
2232-48|Sansiba
2232-49|Sansiba
2232-50|Sansiba
2232-51|Sansiba
2232-52|Sansiba
2232-53|Sansiba
2048-0|Trendy A
926270|Applikation Mädchenkopf Afrika
2048-01|Trendy A
2048-02|Trendy A
2048-03|Trendy A
2048-04|Trendy A
2048-05|Trendy A
2048-08|Trendy A
2234-10|Lasa   A
2048-09|Trendy A
2048-11|Trendy A
2048-20|Trendy A
2048-21|Trendy A
2048-22|Trendy A
2048-23|Trendy A
2048-24|Trendy A
2234-11|Lasa    A
2234-12|Lasa   A
2234-13|Lasa    A
2234-14|Lasa   A
2234-15|Lasa   A
2234-16|Lasa     A
2234-17|Lasa    A
2234-18|Lasa   A
2234-19|Lasa   A
2234-20|Lasa    A
2234-21|Lasa    A
2234-22|Lasa    A
2234-23|Lasa    A
2049-0|Crespo
2049-01|Crespo
2049-03|Crespo
2049-05|Crespo
2049-06|Crespo
2049-07|Crespo
2049-08|Crespo
2049-09|Crespo
2231-31|Panda Color 31 A
2050-0|Pina
2050-100|Pina
2050-101|Pina
2050-103|Pina
2050-104|Pina
2050-105|Pina
2050-106|Pina
2050-107|Pina
2050-108|Pina
2050-110|Pina
2231-32|Panda Color 32 A
2231-33|Panda Color 33 A
2231-34|Panda Color 34 A
2050-111|Pina
2050-112|Pina
2231-35|Panda Color 35 A
2050-113|Pina
2231-36|Panda Color 36 A
2050-115|Pina
2231-37|Panda Color 37 A
2050-116|Pina
2050-117|Pina
2231-38|Panda Color 38 A
2231-39|Panda Color 39 A
2050-120|Pina
2231-40|Panda Color   A
2050-127|Pina
2051-0|Donna A
2051-101|Donna A
2051-102|Donna A
2051-103|Donna A
2051-106|Donna A
2051-107|Donna A
2051-109|Donna A
2051-110|Donna A
2051-112|Donna A
2051-113|Donna A
2051-118|Donna A
2051-121|Donna A
2051-122|Donna A
2052-0|Valentino 127
2052-300|Valentino 127
2052-302|Valentino 127
2052-304|Valentino 127
2052-306|Valentino 127
2052-308|Valentino 127
2052-309|Valentino 127
2052-312|Valentino 127
2052-314|Valentino 127
2052-315|Valentino 127
2052-317|Valentino 127
2052-319|Valentino 127
2052-320|Valentino 127
2052-321|Valentino 127
2052-322|Valentino 127
2052-323|Valentino 127
2052-324|Valentino 127
2053-0|Valentino 128
2053-400|Valentino 128
2053-401|Valentino 128
2053-402|Valentino 128
2053-403|Valentino 128
2053-407|Valentino 128
2053-408|Valentino 128
2053-411|Valentino 128
2053-413|Valentino 128
2053-415|Valentino 128
2053-416|Valentino 128
2053-418|Valentino 128
2053-420|Valentino 128
2053-421|Valentino 128
2053-422|Valentino 128
2053-423|Valentino 128
2053-424|Valentino 128
2053-425|Valentino 128
2053-426|Valentino 128
2053-427|Valentino 128
2053-428|Valentino 128
2054-0|Valentino 132
2054-201|Valentino 132
2054-202|Valentino 132
2054-203|Valentino 132
2054-204|Valentino 132
2054-205|Valentino 132
2054-206|Valentino 132
2054-207|Valentino 132
2054-208|Valentino 132
2054-209|Valentino 132
2054-210|Valentino 132
2054-211|Valentino 132
2054-212|Valentino 132
2054-213|Valentino 132
630-0|Sockenwolle No.1 Cotton Stretch Color
630-362|Sockenwolle No.1 Cotton Stretch Color
630-363|Sockenwolle No.1 Cotton Stretch Color
630-364|Sockenwolle No.1 Cotton Stretch Color
630-366|Sockenwolle No.1 Cotton Stretch Color
630-370|Sockenwolle No.1 Cotton Stretch Color
630-373|Sockenwolle No.1 Cotton Stretch Color
630-374|Sockenwolle No.1 Cotton Stretch Color
630-375|Sockenwolle No.1 Cotton Stretch Color
630-376|Sockenwolle No.1 Cotton Stretch Color
630-377|Sockenwolle No.1 Cotton Stretch Color
98313280-0001|"Regia Nation Color Display ""Aktionspaket"""
600001-0601|"Intermezzo ""Häschenfest"""
600001-0602|"Intermezzo ""Eierspaß"""
98314500-0001|Kreativ-Vorlage Federo
10560-12|Addi Rundstricknadeln 60cm 12,00mm
10560-15|Addi Rundstricknadeln 60cm 15,00mm
280037-1366|"Fortissima/Socka ""Modern-Art""  100g"
280037-1365|"Fortissima/Socka ""Modern-Art""  100g"
280037-1367|"Fortissima/Socka ""Modern-Art""  100g"
280037-1368|"Fortissima/Socka ""Modern-Art""  100g"
280037-1369|"Fortissima/Socka ""Modern-Art""  100g"
280050-0410|Fort/Socka Polycolon 100g Knäuel
280169-1151|Record 210 Fancy
280169-1152|Record 210 Fancy
280169-1153|Record 210 Fancy
280169-1154|Record 210 Fancy
280169-1155|Record 210 Fancy
280169-1096|Record 210 Fancy
280169-1115|Record 210 Fancy
280169-1081|Record 210 Fancy
280172-0201|Record 210 Color
280170-0080|Record 210
280171-0040|Record 215
280170-0081|Record 210
280170-0087|Record 210
280170-0082|Record 210
280170-0083|Record 210
280170-0152|Record 210
280170-0155|Record 210
280170-0142|Record 210
280170-0107|Record 210
280170-0145|Record 210
280172-0202|Record 210 Color
280172-0214|Record 210 Color
280172-0215|Record 210 Color
280211-0218|La Ola color
280211-0219|La Ola color
280211-0221|La Ola color
2800130|Schoeller-Stahl Saisonheft 2006 - Nr.25
280172-0213|Record 210 Color
280172-0216|Record 210 Color
280170-0094|Record 210
280170-0150|Record 210
280042-1917|Lolita Color
280042-1920|Lolita Color
280042-1922|Lolita Color
280042-1923|Lolita Color
280206-0004|Daisy
19816|Vrille 25g SoPo
19816-960|Vrille 25g SoPo
19816-842|Vrille 25g SoPo
19816-824|Vrille 25g SoPo
19816-951|Vrille 25g SoPo
19816-828|Vrille 25g SoPo
17W1|Sticktwist Sortiment X-Mas
17W2|Sticktwist Sortiment Herzen
17W3|Sticktwist Sortiment Kinder
17W4|Sticktwist Sortiment Ostern
17W5|Sticktwist Sortiment Blumen
17W6|Sticktwist Sortiment Küche
17W7|Sticktwist Sortiment Bauernhof
17W8|Sticktwist Sortiment Märchen
1220-501|Chiara 20 50g SoPo
2280016-0004|Fort./Socka Mexiko extra Doppeldruck
2280016-0002|Fort./Socka Mexiko extra Doppeldruck
280172-0211|Record 210 Color
280172-0212|Record 210 Color
280172-0205|Record 210 Color
280172-0209|Record 210 Color
280172-0206|Record 210 Color
2239-513|Kaschmin Color
2239-514|Kaschmin Color
2239-515|Kaschmin Color
2239-508|Kaschmin Color
2239-510|Kaschmin Color
2239-507|Kaschmin Color
2239-509|Kaschmin Color
1280245-9980|Aktion Kindergarn Bastel-/Bleistift 23/2003 Sopo
1280047-1621|WONDERWOOL Tweed Sopo
1280047-1624|WONDERWOOL Tweed Sopo
1280047-1626|WONDERWOOL Tweed Sopo
1280047-1627|WONDERWOOL Tweed Sopo
1280047-1628|WONDERWOOL Tweed Sopo
1280047-1629|WONDERWOOL Tweed Sopo
1280047-1630|WONDERWOOL Tweed Sopo
1280047-1622|WONDERWOOL Tweed Sopo
1280047-1623|WONDERWOOL Tweed Sopo
1280047-1625|WONDERWOOL Tweed Sopo
1280019-7350|CRAZY Sopo
1280019-7351|CRAZY Sopo
1280019-7353|CRAZY Sopo
1280019-7356|CRAZY Sopo
1280019-7357|CRAZY Sopo
1280019-7359|CRAZY Sopo
1280019-7361|CRAZY Sopo
275012|Crash  9 kg Sortiment
1220-502|Chiara 20 50g SoPo
1220-508|Chiara 20 50g SoPo
1220-511|Chiara 20 50g SoPo
1220-512|Chiara 20 50g SoPo
1220-528|Chiara 20 50g SoPo
1220-529|Chiara 20 50g SoPo
1220-536|Chiara 20 50g SoPo
1220-546|Chiara 20 50g SoPo
1220-550|Chiara 20 50g SoPo
1220-551|Chiara 20 50g SoPo
1220-575|Chiara 20 50g SoPo
1220-587|Chiara 20 50g SoPo
1220-593|Chiara 20 50g SoPo
1210-502|Chiara 10 50g SoPo
1210-508|Chiara 10 50g SoPo
1210-512|Chiara 10 50g SoPo
1210-528|Chiara 10 50g SoPo
1210-536|Chiara 10 50g SoPo
1210-546|Chiara 10 50g SoPo
1210-550|Chiara 10 50g SoPo
1210-575|Chiara 10 50g SoPo
1210-587|Chiara 10 50g SoPo
1210-593|Chiara 10 50g SoPo
1210-529|Chiara 10 50g SoPo
275011|Biggy 200g Knäuel, 9,6 kg Sort., Langendorf & Kel
3039-0|Colori 4- fach, 8 kg Sortiment
618-0|Marathon Miró 6- fach,  7,2 kg Sortiment
3041-0|Colori 6- fach, 7,2 kg Sortiment
2205-27|Lulu
2205-28|Lulu
363-0|Punto Shine
364-0|Tifoso A
280039-0001|La Ola A
280039-0005|La Ola A
11561004|Isola 50g, 125 m rosa
11533606|Cotton Maxi 100g / 566m gelb
11533608|Cotton Maxi 100g / 566m, rot
11533607|Cotton Maxi 100g / 566m, orange
2036-34|Micro-Lungo
1291806-9999|Micro-Cable 15 kg sortiert A
918341|Tresse 30/15mm braun
918345|Tresse 30/15mm schwarz
190822|Dill Knöpfe 190822  30 Stück
9429|Cotton Soft 0,5mx100m
417900|Karabinerhaken 38mm silber
417902|Karabinerhaken 40mm silber
929376|Patches Velourlederimitat grün
30732|Lagune print  bunt, Buttinette
30733|Lagune print  bunt, Buttinette
30734|Lagune print  terra
30735|Lagune print, Buttinette
30736|Lagune print  bunt, Buttinette
30737|Lagune print  schwarz
779-|Carola        B
600001-0605|Intermezzo  5 Stk.
600001-0606|Intermezzo  5 Stk.
477541-0001|Stoff Motiv Margerite A
477542-0001|Stoff Motiv Konkav A Ersatz: 453113
472010-0103|Aida 10 x 50 g Knl
473010-1102|Aida 10 multicolor
473010-1119|Aida 10 multicolor
600001-0603|Intermezzo  5 Stk.
600001-0604|Intermezzo  5 Stk.
10051|Saumfix GP 100m x 3cm
280209-0111|La Ola Stripes A
611500|Ruler Rack Lineal Organizer Holz
98313503-9061|Nachfüllpaket Nassfilzen
273-0087|"Regia 4-fädig Color ""Effekt-Hits"" 100g A"
777-0|Cotton Fancy A
269-5397|Regia color 4-f 100g
1420-0|Caroline
1420-42|Caroline
1420-64|Caroline
1420-001|Caroline
1420-005|Caroline
1420-301|Caroline
1420-18|Caroline
755-0|Lisa print
887-10|Häkelgarn 10 ombre
872-0|Glitter uni
8062|Quilt Softbox Aerofil 120
80621|Leerbox Madeira
612422|Ergänzungsmodul zu Jumbo Click Box
612403|Click Box Basismodell neu
432408-1472|Anchor Magicline No.3
1224064-0001|Alwo-Ski-Wolle Sopo
1224064-0002|Alwo-Ski-Wolle Sopo
1224064-0004|Alwo-Ski-Wolle Sopo
1224064-0005|Alwo-Ski-Wolle Sopo
1224064-0006|Alwo-Ski-Wolle Sopo
1224064-0007|Alwo-Ski-Wolle Sopo
1224064-0008|Alwo-Ski-Wolle Sopo
1224064-0009|Alwo-Ski-Wolle Sopo
1224064-0010|Alwo-Ski-Wolle Sopo
1224064-0011|Alwo-Ski-Wolle Sopo
1224064-0012|Alwo-Ski-Wolle Sopo
1224064-0013|Alwo-Ski-Wolle Sopo
784-11|Hot Socks Cotton Stretch Ringel
98313506-9999|Filz it neue Farben Paket Nadelfilzen
454-0042|Livello A
2238025-26|Ripsband 25mm
600003-0602|Intermezzo 5Stck
925661|Applikation Leanslabel blau Rechteck Sport
612329|Nähkorb S Sahara
417104|Schlüsselanhänger Feder rose
417103|Schlüsselanhänger Discs braun
2250-0|Pelle SP
2251-0|Colorato
2252-0|Ritmo SP
2253-0|Calore
2254-0|Wintertime
2255-0|Benissimo SP
2256-0|Summertime SP
2257-0|Estate
1110-601|Larissa  10  50g SoPo
1110-602|Larissa  10  50g SoPo
1110-626|Larissa  10  50g SoPo
1110-687|Larissa  10  50g SoPo
1110-690|Larissa  10  50g SoPo
11120-690|Larissa 20 50g  SoPo
11120-601|Larissa 20 50g  SoPo
11120-602|Larissa 20 50g  SoPo
11120-626|Larissa 20 50g  SoPo
11120-687|Larissa 20 50g  SoPo
19806|Decor No.6 25g  100% Viskose
2463-0|Pronto
2463-1|Pronto
2463-2|Pronto
2463-3|Pronto
2463-4|Pronto
2463-5|Pronto
2463-6|Pronto
2050-114|Pina
2042-09|Pettinato SP
2045-01|PicNic
2045-09|PicNic
2045-14|PicNic
2045-17|PicNic
2220-40|Lagune print
2220-41|Lagune print
2220-42|Lagune print
2220-43|Lagune print
2220-44|Lagune print
2220-45|Lagune print
4720807-9061|"Häkelpatchwork ""Margerite & Konkav"""
4324803-9061|Magicline No.3 Vorteilsangebot 4
417100|Schlüsselanhänger Perlen grün
416732|Brosche Pelz mittel rot/bunt
417200|Zierteil Perlen türkis/weiss
417201|Zierteil Perlen flieder
417203|Zierteil Strass türkis
